download_date,project_name,project_version,file_downloads_count
2023-04-08,apache-airflow-backport-providers-yandex,2020.10.5rc1,2
2023-04-08,apache-airflow-backport-providers-yandex,2021.3.17,2
2023-04-08,apache-airflow-backport-providers-yandex,2021.3.17rc1,2
2023-04-08,apache-airflow-backport-providers-zendesk,2021.3.17,2
2023-04-08,apache-airflow-backport-providers-zendesk,2021.3.17rc1,2
2023-04-08,apache-airflow-breeze,0.0.1,2
2023-04-08,apache-airflow-client,2.2.0,177
2023-04-08,apache-airflow-client,2.3.0,19
2023-04-08,apache-airflow-client,2.5.1,79
2023-04-08,apache-airflow-client,2.5.1rc1,2
2023-04-08,apache-airflow-flowitems,1.0.1,1
2023-04-08,apache-airflow-flowitems,1.0.2,2
2023-04-08,apache-airflow-provider-transfers,0.1.0,11
2023-04-08,apache-airflow-providers-airbyte,1.0.0,49
2023-04-08,apache-airflow-providers-airbyte,2.1.1,537
2023-04-08,apache-airflow-providers-airbyte,2.1.4,123
2023-04-08,apache-airflow-providers-airbyte,3.0.0,22
2023-04-08,apache-airflow-providers-airbyte,3.1.0,263
2023-04-08,apache-airflow-providers-airbyte,3.2.0,42
2023-04-08,apache-airflow-providers-airbyte,3.2.1,3045
2023-04-08,apache-airflow-providers-airbyte,3.2.1rc1,10
2023-04-08,apache-airflow-providers-alibaba,1.0.0,465
2023-04-08,apache-airflow-providers-alibaba,1.1.1,98
2023-04-08,apache-airflow-providers-alibaba,2.0.1,1
2023-04-08,apache-airflow-providers-alibaba,2.0.1rc1,2
2023-04-08,apache-airflow-providers-alibaba,2.1.0,3
2023-04-08,apache-airflow-providers-alibaba,2.2.0,4
2023-04-08,apache-airflow-providers-alibaba,2.3.0,111
2023-04-08,apache-airflow-providers-alibaba,2.3.0rc1,8
2023-04-08,apache-airflow-providers-amazon,1.0.0,292
2023-04-08,apache-airflow-providers-amazon,1.1.0,277
2023-04-08,apache-airflow-providers-amazon,1.2.0,2487
2023-04-08,apache-airflow-providers-amazon,1.3.0,11741
2023-04-08,apache-airflow-providers-amazon,1.4.0,1864
2023-04-08,apache-airflow-providers-amazon,2.0.0,305
2023-04-08,apache-airflow-providers-amazon,2.1.0,294
2023-04-08,apache-airflow-providers-amazon,2.2.0,1833
2023-04-08,apache-airflow-providers-amazon,2.3.0,403
2023-04-08,apache-airflow-providers-amazon,2.3.0rc1,2
2023-04-08,apache-airflow-providers-amazon,2.3.0rc2,2
2023-04-08,apache-airflow-providers-amazon,2.4.0,2979
2023-04-08,apache-airflow-providers-amazon,2.5.0,136
2023-04-08,apache-airflow-providers-amazon,2.6.0,547
2023-04-08,apache-airflow-providers-amazon,2.6.0rc1,23
2023-04-08,apache-airflow-providers-amazon,3.0.0,879
2023-04-08,apache-airflow-providers-amazon,3.0.0rc2,1
2023-04-08,apache-airflow-providers-amazon,3.1.1,347
2023-04-08,apache-airflow-providers-amazon,3.2.0,1640
2023-04-08,apache-airflow-providers-amazon,3.2.0rc1,1
2023-04-08,apache-airflow-providers-amazon,3.3.0,1196
2023-04-08,apache-airflow-providers-amazon,3.4.0,686
2023-04-08,apache-airflow-providers-amazon,4.0.0,2310
2023-04-08,apache-airflow-providers-amazon,4.1.0,5328
2023-04-08,apache-airflow-providers-amazon,5.0.0,470
2023-04-08,apache-airflow-providers-amazon,5.0.0rc1,2
2023-04-08,apache-airflow-providers-amazon,5.0.0rc2,2
2023-04-08,apache-airflow-providers-amazon,5.0.0rc3,2
2023-04-08,apache-airflow-providers-amazon,5.1.0,2390
2023-04-08,apache-airflow-providers-amazon,5.1.0rc1,2
2023-04-08,apache-airflow-providers-amazon,6.0.0,6021
2023-04-08,apache-airflow-providers-amazon,6.0.0rc1,2
2023-04-08,apache-airflow-providers-amazon,6.1.0,4057
2023-04-08,apache-airflow-providers-amazon,6.1.0rc1,2
2023-04-08,apache-airflow-providers-amazon,6.2.0,3171
2023-04-08,apache-airflow-providers-amazon,6.2.0rc2,2
2023-04-08,apache-airflow-providers-amazon,6.2.0rc3,2
2023-04-08,apache-airflow-providers-amazon,7.0.0,3361
2023-04-08,apache-airflow-providers-amazon,7.0.0rc1,2
2023-04-08,apache-airflow-providers-amazon,7.0.0rc2,2
2023-04-08,apache-airflow-providers-amazon,7.1.0,3729
2023-04-08,apache-airflow-providers-amazon,7.1.0rc1,2
2023-04-08,apache-airflow-providers-amazon,7.2.0,3078
2023-04-08,apache-airflow-providers-amazon,7.2.0rc1,4
2023-04-08,apache-airflow-providers-amazon,7.2.1,3160
2023-04-08,apache-airflow-providers-amazon,7.2.1rc1,4
2023-04-08,apache-airflow-providers-amazon,7.3.0,3306
2023-04-08,apache-airflow-providers-amazon,7.3.0rc1,4
2023-04-08,apache-airflow-providers-amazon,7.4.0,7971
2023-04-08,apache-airflow-providers-amazon,7.4.0rc1,12
2023-04-08,apache-airflow-providers-anomalo,0.1.7,2
2023-04-08,apache-airflow-providers-apache-beam,1.0.0,2
2023-04-08,apache-airflow-providers-apache-beam,1.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-beam,1.0.1,12
2023-04-08,apache-airflow-providers-apache-beam,1.0.1rc1,2
2023-04-08,apache-airflow-providers-apache-beam,1.0.1rc2,2
2023-04-08,apache-airflow-providers-apache-beam,2.0.0,7
2023-04-08,apache-airflow-providers-apache-beam,2.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,3.0.0,7
2023-04-08,apache-airflow-providers-apache-beam,3.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,3.0.0rc2,4
2023-04-08,apache-airflow-providers-apache-beam,3.0.1,19
2023-04-08,apache-airflow-providers-apache-beam,3.0.1rc1,4
2023-04-08,apache-airflow-providers-apache-beam,3.1.0,674
2023-04-08,apache-airflow-providers-apache-beam,3.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,3.2.0,4
2023-04-08,apache-airflow-providers-apache-beam,3.2.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,3.2.1,6
2023-04-08,apache-airflow-providers-apache-beam,3.2.1rc1,2
2023-04-08,apache-airflow-providers-apache-beam,3.3.0,117
2023-04-08,apache-airflow-providers-apache-beam,3.3.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,3.4.0,19
2023-04-08,apache-airflow-providers-apache-beam,3.4.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,4.0.0,47
2023-04-08,apache-airflow-providers-apache-beam,4.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,4.0.0rc2,2
2023-04-08,apache-airflow-providers-apache-beam,4.1.0,15
2023-04-08,apache-airflow-providers-apache-beam,4.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,4.1.1,8
2023-04-08,apache-airflow-providers-apache-beam,4.1.1rc1,2
2023-04-08,apache-airflow-providers-apache-beam,4.2.0,10
2023-04-08,apache-airflow-providers-apache-beam,4.2.0rc1,2
2023-04-08,apache-airflow-providers-apache-beam,4.3.0,136
2023-04-08,apache-airflow-providers-apache-beam,4.3.0rc1,4
2023-04-08,apache-airflow-providers-apache-cassandra,1.0.0b1,1
2023-04-08,apache-airflow-providers-apache-cassandra,1.0.1,20
2023-04-08,apache-airflow-providers-apache-cassandra,2.0.0,9
2023-04-08,apache-airflow-providers-apache-cassandra,2.0.0rc2,1
2023-04-08,apache-airflow-providers-apache-cassandra,2.0.1,10
2023-04-08,apache-airflow-providers-apache-cassandra,2.1.0,473
2023-04-08,apache-airflow-providers-apache-cassandra,2.1.1,8
2023-04-08,apache-airflow-providers-apache-cassandra,2.1.2,8
2023-04-08,apache-airflow-providers-apache-cassandra,2.1.3,106
2023-04-08,apache-airflow-providers-apache-cassandra,3.0.0,20
2023-04-08,apache-airflow-providers-apache-cassandra,3.1.0,20
2023-04-08,apache-airflow-providers-apache-cassandra,3.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-cassandra,3.1.1,137
2023-04-08,apache-airflow-providers-apache-cassandra,3.1.1rc1,4
2023-04-08,apache-airflow-providers-apache-drill,1.0.1,465
2023-04-08,apache-airflow-providers-apache-drill,1.0.4,98
2023-04-08,apache-airflow-providers-apache-drill,2.2.1,11
2023-04-08,apache-airflow-providers-apache-drill,2.3.0,8
2023-04-08,apache-airflow-providers-apache-drill,2.3.1,12
2023-04-08,apache-airflow-providers-apache-drill,2.3.2,128
2023-04-08,apache-airflow-providers-apache-drill,2.3.2rc1,10
2023-04-08,apache-airflow-providers-apache-druid,1.0.0,1
2023-04-08,apache-airflow-providers-apache-druid,1.0.0b1,1
2023-04-08,apache-airflow-providers-apache-druid,1.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-druid,1.1.0,22
2023-04-08,apache-airflow-providers-apache-druid,2.0.0,9
2023-04-08,apache-airflow-providers-apache-druid,2.0.0rc2,1
2023-04-08,apache-airflow-providers-apache-druid,2.0.1,8
2023-04-08,apache-airflow-providers-apache-druid,2.0.1rc2,1
2023-04-08,apache-airflow-providers-apache-druid,2.0.2,494
2023-04-08,apache-airflow-providers-apache-druid,2.1.0,10
2023-04-08,apache-airflow-providers-apache-druid,2.2.0,8
2023-04-08,apache-airflow-providers-apache-druid,2.3.0,9
2023-04-08,apache-airflow-providers-apache-druid,2.3.1,8
2023-04-08,apache-airflow-providers-apache-druid,2.3.2,8
2023-04-08,apache-airflow-providers-apache-druid,2.3.3,1408
2023-04-08,apache-airflow-providers-apache-druid,2.3.3rc1,1
2023-04-08,apache-airflow-providers-apache-druid,3.0.0,11
2023-04-08,apache-airflow-providers-apache-druid,3.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-druid,3.1.0,8
2023-04-08,apache-airflow-providers-apache-druid,3.2.0,12
2023-04-08,apache-airflow-providers-apache-druid,3.2.0rc1,2
2023-04-08,apache-airflow-providers-apache-druid,3.2.0rc2,2
2023-04-08,apache-airflow-providers-apache-druid,3.2.0rc3,2
2023-04-08,apache-airflow-providers-apache-druid,3.2.1,34
2023-04-08,apache-airflow-providers-apache-druid,3.2.1rc1,2
2023-04-08,apache-airflow-providers-apache-druid,3.3.0,24
2023-04-08,apache-airflow-providers-apache-druid,3.3.0rc1,2
2023-04-08,apache-airflow-providers-apache-druid,3.3.1,141
2023-04-08,apache-airflow-providers-apache-druid,3.3.1rc2,4
2023-04-08,apache-airflow-providers-apache-druid,3.3.1rc3,4
2023-04-08,apache-airflow-providers-apache-flink,1.0.1,96
2023-04-08,apache-airflow-providers-apache-flink,1.0.1rc1,2
2023-04-08,apache-airflow-providers-apache-hdfs,1.0.0,3
2023-04-08,apache-airflow-providers-apache-hdfs,1.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-hdfs,1.0.1,26
2023-04-08,apache-airflow-providers-apache-hdfs,2.0.0,9
2023-04-08,apache-airflow-providers-apache-hdfs,2.1.0,20
2023-04-08,apache-airflow-providers-apache-hdfs,2.1.1,482
2023-04-08,apache-airflow-providers-apache-hdfs,2.2.0,602
2023-04-08,apache-airflow-providers-apache-hdfs,2.2.1,8
2023-04-08,apache-airflow-providers-apache-hdfs,2.2.2,8
2023-04-08,apache-airflow-providers-apache-hdfs,2.2.2rc1,1
2023-04-08,apache-airflow-providers-apache-hdfs,2.2.3,115
2023-04-08,apache-airflow-providers-apache-hdfs,3.0.0,12
2023-04-08,apache-airflow-providers-apache-hdfs,3.0.0rc2,2
2023-04-08,apache-airflow-providers-apache-hdfs,3.0.1,12
2023-04-08,apache-airflow-providers-apache-hdfs,3.1.0,31
2023-04-08,apache-airflow-providers-apache-hdfs,3.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-hdfs,3.1.0rc2,2
2023-04-08,apache-airflow-providers-apache-hdfs,3.1.0rc3,2
2023-04-08,apache-airflow-providers-apache-hdfs,3.2.0,36
2023-04-08,apache-airflow-providers-apache-hdfs,3.2.0rc1,2
2023-04-08,apache-airflow-providers-apache-hdfs,3.2.1,171
2023-04-08,apache-airflow-providers-apache-hdfs,3.2.1rc1,14
2023-04-08,apache-airflow-providers-apache-hive,1.0.0,3
2023-04-08,apache-airflow-providers-apache-hive,1.0.2,2807
2023-04-08,apache-airflow-providers-apache-hive,1.0.3,96
2023-04-08,apache-airflow-providers-apache-hive,2.0.0,17
2023-04-08,apache-airflow-providers-apache-hive,2.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-hive,2.0.0rc2,1
2023-04-08,apache-airflow-providers-apache-hive,2.0.1,14
2023-04-08,apache-airflow-providers-apache-hive,2.0.2,39
2023-04-08,apache-airflow-providers-apache-hive,2.0.3,877
2023-04-08,apache-airflow-providers-apache-hive,2.1.0,20
2023-04-08,apache-airflow-providers-apache-hive,2.1.0rc1,1
2023-04-08,apache-airflow-providers-apache-hive,2.2.0,18
2023-04-08,apache-airflow-providers-apache-hive,2.2.0rc1,1
2023-04-08,apache-airflow-providers-apache-hive,2.3.0,15
2023-04-08,apache-airflow-providers-apache-hive,2.3.0rc1,1
2023-04-08,apache-airflow-providers-apache-hive,2.3.1,15
2023-04-08,apache-airflow-providers-apache-hive,2.3.2,2059
2023-04-08,apache-airflow-providers-apache-hive,2.3.3,23
2023-04-08,apache-airflow-providers-apache-hive,2.3.3rc1,1
2023-04-08,apache-airflow-providers-apache-hive,3.0.0,22
2023-04-08,apache-airflow-providers-apache-hive,3.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-hive,3.1.0,21
2023-04-08,apache-airflow-providers-apache-hive,3.1.0rc1,1
2023-04-08,apache-airflow-providers-apache-hive,4.0.0,25
2023-04-08,apache-airflow-providers-apache-hive,4.0.0rc1,4
2023-04-08,apache-airflow-providers-apache-hive,4.0.0rc2,2
2023-04-08,apache-airflow-providers-apache-hive,4.0.0rc3,2
2023-04-08,apache-airflow-providers-apache-hive,4.0.1,74
2023-04-08,apache-airflow-providers-apache-hive,4.0.1rc1,4
2023-04-08,apache-airflow-providers-apache-hive,4.1.0,61
2023-04-08,apache-airflow-providers-apache-hive,4.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-hive,4.1.1,61
2023-04-08,apache-airflow-providers-apache-hive,4.1.1rc2,2
2023-04-08,apache-airflow-providers-apache-hive,4.1.1rc3,2
2023-04-08,apache-airflow-providers-apache-hive,5.0.0,62
2023-04-08,apache-airflow-providers-apache-hive,5.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-hive,5.1.0,61
2023-04-08,apache-airflow-providers-apache-hive,5.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-hive,5.1.0rc2,2
2023-04-08,apache-airflow-providers-apache-hive,5.1.1,69
2023-04-08,apache-airflow-providers-apache-hive,5.1.1rc1,2
2023-04-08,apache-airflow-providers-apache-hive,5.1.2,63
2023-04-08,apache-airflow-providers-apache-hive,5.1.2rc1,4
2023-04-08,apache-airflow-providers-apache-hive,5.1.3,81
2023-04-08,apache-airflow-providers-apache-hive,5.1.3rc1,4
2023-04-08,apache-airflow-providers-apache-hive,6.0.0,1525
2023-04-08,apache-airflow-providers-apache-hive,6.0.0rc1,13
2023-04-08,apache-airflow-providers-apache-impala,1.0.0,96
2023-04-08,apache-airflow-providers-apache-impala,1.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-kylin,1.0.0b2,1
2023-04-08,apache-airflow-providers-apache-kylin,1.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-kylin,1.0.1,12
2023-04-08,apache-airflow-providers-apache-kylin,1.0.1rc1,1
2023-04-08,apache-airflow-providers-apache-kylin,2.0.0,1
2023-04-08,apache-airflow-providers-apache-kylin,2.0.0rc2,1
2023-04-08,apache-airflow-providers-apache-kylin,2.0.1,465
2023-04-08,apache-airflow-providers-apache-kylin,2.0.3rc1,1
2023-04-08,apache-airflow-providers-apache-kylin,2.0.4,98
2023-04-08,apache-airflow-providers-apache-kylin,3.0.0,3
2023-04-08,apache-airflow-providers-apache-kylin,3.1.0,108
2023-04-08,apache-airflow-providers-apache-kylin,3.1.0rc1,4
2023-04-08,apache-airflow-providers-apache-livy,1.1.0,60
2023-04-08,apache-airflow-providers-apache-livy,2.0.0,40
2023-04-08,apache-airflow-providers-apache-livy,2.1.0,3638
2023-04-08,apache-airflow-providers-apache-livy,2.2.0,40
2023-04-08,apache-airflow-providers-apache-livy,2.2.1,40
2023-04-08,apache-airflow-providers-apache-livy,2.2.2,40
2023-04-08,apache-airflow-providers-apache-livy,2.2.3,163
2023-04-08,apache-airflow-providers-apache-livy,3.0.0,40
2023-04-08,apache-airflow-providers-apache-livy,3.1.0,67
2023-04-08,apache-airflow-providers-apache-livy,3.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-livy,3.1.0rc2,2
2023-04-08,apache-airflow-providers-apache-livy,3.1.0rc3,2
2023-04-08,apache-airflow-providers-apache-livy,3.2.0,45
2023-04-08,apache-airflow-providers-apache-livy,3.2.0rc1,2
2023-04-08,apache-airflow-providers-apache-livy,3.3.0,49
2023-04-08,apache-airflow-providers-apache-livy,3.3.0rc1,4
2023-04-08,apache-airflow-providers-apache-livy,3.4.0,414
2023-04-08,apache-airflow-providers-apache-livy,3.4.0rc1,14
2023-04-08,apache-airflow-providers-apache-pig,1.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-pig,1.0.1,12
2023-04-08,apache-airflow-providers-apache-pig,2.0.0rc2,3
2023-04-08,apache-airflow-providers-apache-pig,2.0.1,465
2023-04-08,apache-airflow-providers-apache-pig,2.0.2,1
2023-04-08,apache-airflow-providers-apache-pig,2.0.4,98
2023-04-08,apache-airflow-providers-apache-pig,3.0.0,3
2023-04-08,apache-airflow-providers-apache-pig,4.0.0,110
2023-04-08,apache-airflow-providers-apache-pig,4.0.0rc1,4
2023-04-08,apache-airflow-providers-apache-pinot,1.0.1,20
2023-04-08,apache-airflow-providers-apache-pinot,2.0.0,8
2023-04-08,apache-airflow-providers-apache-pinot,2.0.1,474
2023-04-08,apache-airflow-providers-apache-pinot,2.0.2,8
2023-04-08,apache-airflow-providers-apache-pinot,2.0.3,9
2023-04-08,apache-airflow-providers-apache-pinot,2.0.4,106
2023-04-08,apache-airflow-providers-apache-pinot,3.0.0,8
2023-04-08,apache-airflow-providers-apache-pinot,3.1.0,8
2023-04-08,apache-airflow-providers-apache-pinot,3.2.0,10
2023-04-08,apache-airflow-providers-apache-pinot,3.2.0rc1,2
2023-04-08,apache-airflow-providers-apache-pinot,3.2.0rc2,2
2023-04-08,apache-airflow-providers-apache-pinot,3.2.0rc3,2
2023-04-08,apache-airflow-providers-apache-pinot,3.2.1,22
2023-04-08,apache-airflow-providers-apache-pinot,3.2.1rc1,2
2023-04-08,apache-airflow-providers-apache-pinot,4.0.0,18
2023-04-08,apache-airflow-providers-apache-pinot,4.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-pinot,4.0.1,128
2023-04-08,apache-airflow-providers-apache-pinot,4.0.1rc2,2
2023-04-08,apache-airflow-providers-apache-pinot,4.0.1rc3,4
2023-04-08,apache-airflow-providers-apache-spark,1.0.0,4
2023-04-08,apache-airflow-providers-apache-spark,1.0.0b1,2
2023-04-08,apache-airflow-providers-apache-spark,1.0.2,8627
2023-04-08,apache-airflow-providers-apache-spark,1.0.3,54
2023-04-08,apache-airflow-providers-apache-spark,2.0.0,2859
2023-04-08,apache-airflow-providers-apache-spark,2.0.1,608
2023-04-08,apache-airflow-providers-apache-spark,2.0.2,51
2023-04-08,apache-airflow-providers-apache-spark,2.0.3,40
2023-04-08,apache-airflow-providers-apache-spark,2.1.0,45
2023-04-08,apache-airflow-providers-apache-spark,2.1.0rc2,1
2023-04-08,apache-airflow-providers-apache-spark,2.1.1,178
2023-04-08,apache-airflow-providers-apache-spark,2.1.2,40
2023-04-08,apache-airflow-providers-apache-spark,2.1.3,606
2023-04-08,apache-airflow-providers-apache-spark,3.0.0,659
2023-04-08,apache-airflow-providers-apache-spark,3.0.0rc2,1
2023-04-08,apache-airflow-providers-apache-spark,4.0.0,92
2023-04-08,apache-airflow-providers-apache-spark,4.0.0rc1,2
2023-04-08,apache-airflow-providers-apache-spark,4.0.1,246
2023-04-08,apache-airflow-providers-apache-spark,4.0.1rc1,14
2023-04-08,apache-airflow-providers-apache-sqoop,1.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-sqoop,1.0.1,20
2023-04-08,apache-airflow-providers-apache-sqoop,2.0.0,1
2023-04-08,apache-airflow-providers-apache-sqoop,2.0.0rc1,1
2023-04-08,apache-airflow-providers-apache-sqoop,2.0.1rc1,1
2023-04-08,apache-airflow-providers-apache-sqoop,2.0.1rc2,1
2023-04-08,apache-airflow-providers-apache-sqoop,2.0.2,474
2023-04-08,apache-airflow-providers-apache-sqoop,2.1.1rc1,1
2023-04-08,apache-airflow-providers-apache-sqoop,2.1.3,98
2023-04-08,apache-airflow-providers-apache-sqoop,2.1.3rc1,1
2023-04-08,apache-airflow-providers-apache-sqoop,3.0.0,3
2023-04-08,apache-airflow-providers-apache-sqoop,3.1.0,2
2023-04-08,apache-airflow-providers-apache-sqoop,3.1.0rc1,2
2023-04-08,apache-airflow-providers-apache-sqoop,3.1.1,112
2023-04-08,apache-airflow-providers-apache-sqoop,3.1.1rc1,4
2023-04-08,apache-airflow-providers-arangodb,1.0.0,98
2023-04-08,apache-airflow-providers-arangodb,2.0.0,3
2023-04-08,apache-airflow-providers-arangodb,2.1.1,110
2023-04-08,apache-airflow-providers-arangodb,2.1.1rc1,2
2023-04-08,apache-airflow-providers-asana,1.0.0,1865
2023-04-08,apache-airflow-providers-asana,1.1.0,469
2023-04-08,apache-airflow-providers-asana,1.1.3,98
2023-04-08,apache-airflow-providers-asana,2.0.1,3
2023-04-08,apache-airflow-providers-asana,2.1.0,109
2023-04-08,apache-airflow-providers-asana,2.1.0rc3,2
2023-04-08,apache-airflow-providers-asana,3.0.0rc1,2
2023-04-08,apache-airflow-providers-atlassian-jira,1.0.0,236
2023-04-08,apache-airflow-providers-atlassian-jira,1.1.0,118
2023-04-08,apache-airflow-providers-atlassian-jira,2.0.0,120
2023-04-08,apache-airflow-providers-atlassian-jira,2.0.1,301
2023-04-08,apache-airflow-providers-atlassian-jira,2.0.1rc1,2
2023-04-08,apache-airflow-providers-celery,1.0.0b2,1
2023-04-08,apache-airflow-providers-celery,1.0.1,2099
2023-04-08,apache-airflow-providers-celery,1.0.1rc1,1
2023-04-08,apache-airflow-providers-celery,2.0.0,34
2023-04-08,apache-airflow-providers-celery,2.1.0,896
2023-04-08,apache-airflow-providers-celery,2.1.1,44
2023-04-08,apache-airflow-providers-celery,2.1.1rc1,1
2023-04-08,apache-airflow-providers-celery,2.1.2,52
2023-04-08,apache-airflow-providers-celery,2.1.3,48
2023-04-08,apache-airflow-providers-celery,2.1.4,363
2023-04-08,apache-airflow-providers-celery,3.0.0,120
2023-04-08,apache-airflow-providers-celery,3.1.0,2727
2023-04-08,apache-airflow-providers-celery,3.1.0rc1,4
2023-04-08,apache-airflow-providers-cloudant,1.0.0b2,1
2023-04-08,apache-airflow-providers-cloudant,1.0.0rc1,1
2023-04-08,apache-airflow-providers-cloudant,1.0.1,1886
2023-04-08,apache-airflow-providers-cloudant,1.0.1rc1,1
2023-04-08,apache-airflow-providers-cloudant,2.0.0,8
2023-04-08,apache-airflow-providers-cloudant,2.0.1,473
2023-04-08,apache-airflow-providers-cloudant,2.0.1rc1,2
2023-04-08,apache-airflow-providers-cloudant,2.0.2,8
2023-04-08,apache-airflow-providers-cloudant,2.0.3,8
2023-04-08,apache-airflow-providers-cloudant,2.0.3rc1,1
2023-04-08,apache-airflow-providers-cloudant,2.0.4,106
2023-04-08,apache-airflow-providers-cloudant,2.0.4rc1,1
2023-04-08,apache-airflow-providers-cloudant,3.0.0,19
2023-04-08,apache-airflow-providers-cloudant,3.0.0rc2,1
2023-04-08,apache-airflow-providers-cloudant,3.1.0,129
2023-04-08,apache-airflow-providers-cloudant,3.1.0rc1,4
2023-04-08,apache-airflow-providers-cncf-kubernetes,1.0.0,12
2023-04-08,apache-airflow-providers-cncf-kubernetes,1.0.1,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,1.0.2,1
2023-04-08,apache-airflow-providers-cncf-kubernetes,1.1.0,252
2023-04-08,apache-airflow-providers-cncf-kubernetes,1.1.0rc1,1
2023-04-08,apache-airflow-providers-cncf-kubernetes,1.2.0,963
2023-04-08,apache-airflow-providers-cncf-kubernetes,2.0.0,677
2023-04-08,apache-airflow-providers-cncf-kubernetes,2.0.1,8271
2023-04-08,apache-airflow-providers-cncf-kubernetes,2.0.2,770
2023-04-08,apache-airflow-providers-cncf-kubernetes,2.0.3,709
2023-04-08,apache-airflow-providers-cncf-kubernetes,2.1.0,5475
2023-04-08,apache-airflow-providers-cncf-kubernetes,2.2.0,757
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.0.0,1691
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.0.0rc1,1
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.0.1,606
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.0.2,86
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.1.0,17
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.1.1,1
2023-04-08,apache-airflow-providers-cncf-kubernetes,3.1.2,28
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.0.0,1229
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.0.1,1324
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.0.1rc1,1
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.0.2,1407
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.1.0,1239
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.2.0,1233
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.3.0,1300
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.3.0rc1,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.3.0rc2,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.3.0rc3,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.4.0,2152
2023-04-08,apache-airflow-providers-cncf-kubernetes,4.4.0rc1,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.0.0,1273
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.0.0rc3,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.1.0,1233
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.1.0rc1,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.1.0rc2,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.1.1,1251
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.1.1rc1,2
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.2.0,1231
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.2.0rc1,4
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.2.1,1348
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.2.1rc1,4
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.2.2,1362
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.2.2rc1,4
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.3.0,3799
2023-04-08,apache-airflow-providers-cncf-kubernetes,5.3.0rc1,14
2023-04-08,apache-airflow-providers-common-sql,1.0.0,410
2023-04-08,apache-airflow-providers-common-sql,1.1.0,395
2023-04-08,apache-airflow-providers-common-sql,1.2.0,2216
2023-04-08,apache-airflow-providers-common-sql,1.3.0,48
2023-04-08,apache-airflow-providers-common-sql,1.3.1,608
2023-04-08,apache-airflow-providers-common-sql,1.3.2,473
2023-04-08,apache-airflow-providers-common-sql,1.3.3,3241
2023-04-08,apache-airflow-providers-common-sql,1.3.4,1274
2023-04-08,apache-airflow-providers-common-sql,1.3.4rc1,2
2023-04-08,apache-airflow-providers-common-sql,1.4.0,116073
