download_date,project_name,project_version,file_downloads_count
2023-04-07,acryl-datahub-airflow-plugin,0.10.1.1,4
2023-04-07,acryl-datahub-airflow-plugin,0.10.1.2rc2,2
2023-04-07,acryl-datahub-airflow-plugin,0.10.1.2rc3,2
2023-04-07,acryl-datahub-airflow-plugin,0.10.1.2rc4,2
2023-04-07,acryl-datahub-airflow-plugin,0.8.43.5,2
2023-04-07,airflow-clickhouse-plugin,0.5.7.post1,2
2023-04-07,airflow-clickhouse-plugin,0.8.2,4
2023-04-07,airflow-code-editor,3.2.1,6
2023-04-07,airflow-code-editor,5.2.1,1
2023-04-07,airflow-code-editor,7.2.1,2
2023-04-07,airflow-dbt,0.4.0,2
2023-04-07,airflow-dbt-python,0.14.5,2
2023-04-07,airflow-exporter,1.3.0,10
2023-04-07,airflow-exporter,1.3.2,3
2023-04-07,airflow-exporter,1.5.3,6
2023-04-07,airflow-kubernetes-job-operator-latest,0.0.7,1
2023-04-07,airflow-multi-dagrun,1.2,1
2023-04-07,airflow-multi-dagrun,2.3.1,2
2023-04-07,airflow-notify-sns,0.0.2,3
2023-04-07,airflow-prometheus-exporter,1.0.3,6
2023-04-07,airflow-prometheus-exporter,1.0.4,2
2023-04-07,airflow-provider-fivetran,1.0.1,5
2023-04-07,airflow-provider-fivetran,1.1.4,8
2023-04-07,airflow-provider-great-expectations,0.0.8,3
2023-04-07,airflow-provider-great-expectations,0.2.6,3
2023-04-07,airflow-provider-kafka,0.2.2,1
2023-04-07,airflow-provider-toloka-admin,66.0.2,1
2023-04-07,airflow-provider-vertex-ai,0.0.0a0,2
2023-04-07,airflow-providers-siasg,1.0.10,2
2023-04-07,airflow-providers-tesouro-gerencial,1.3.0,1
2023-04-07,airflow-providers-zeppelin,0.0.1,1
2023-04-07,airflow-snapshot-test,0.1.10,2
2023-04-07,airflow-sops-secrets-backend,0.0.2,2
2023-04-07,airflow-spark-k8s,0.1.4,2
2023-04-07,airflow-utils,0.3,1
2023-04-07,apache-airflow,1.10.12,8
2023-04-07,apache-airflow,1.10.14,1
2023-04-07,apache-airflow,1.10.15,29
2023-04-07,apache-airflow,1.10.5,2
2023-04-07,apache-airflow,1.10.7,1
2023-04-07,apache-airflow,2.0.2,5
2023-04-07,apache-airflow,2.1.4,1
2023-04-07,apache-airflow,2.2.0,5
2023-04-07,apache-airflow,2.2.1,2
2023-04-07,apache-airflow,2.2.2,12
2023-04-07,apache-airflow,2.2.3,5
2023-04-07,apache-airflow,2.2.4,5
2023-04-07,apache-airflow,2.2.5,15
2023-04-07,apache-airflow,2.3.0,12
2023-04-07,apache-airflow,2.3.1,11
2023-04-07,apache-airflow,2.3.2,17
2023-04-07,apache-airflow,2.3.3,18
2023-04-07,apache-airflow,2.3.4,18
2023-04-07,apache-airflow,2.4.0,20
2023-04-07,apache-airflow,2.4.1,19
2023-04-07,apache-airflow,2.4.2,18
2023-04-07,apache-airflow,2.4.3,83
2023-04-07,apache-airflow,2.5.0,23
2023-04-07,apache-airflow,2.5.1,24
2023-04-07,apache-airflow,2.5.2,21
2023-04-07,apache-airflow,2.5.3,155
2023-04-07,apache-airflow-backport-providers-amazon,2020.11.23,9
2023-04-07,apache-airflow-backport-providers-amazon,2021.2.5,9
2023-04-07,apache-airflow-backport-providers-amazon,2021.3.3,16
2023-04-07,apache-airflow-backport-providers-apache-livy,2020.6.24,9
2023-04-07,apache-airflow-backport-providers-apache-spark,2020.6.24,9
2023-04-07,apache-airflow-backport-providers-cncf-kubernetes,2021.3.3,9
2023-04-07,apache-airflow-backport-providers-docker,2020.6.24,9
2023-04-07,apache-airflow-backport-providers-email,2020.6.24,2
2023-04-07,apache-airflow-backport-providers-google,2021.3.3,1
2023-04-07,apache-airflow-backport-providers-http,2020.6.24,9
2023-04-07,apache-airflow-backport-providers-http,2021.4.10,3
2023-04-07,apache-airflow-backport-providers-microsoft-azure,2021.2.5,3
2023-04-07,apache-airflow-backport-providers-microsoft-azure,2021.3.13,1
2023-04-07,apache-airflow-backport-providers-pagerduty,2020.10.29,3
2023-04-07,apache-airflow-backport-providers-slack,2021.3.3,3
2023-04-07,apache-airflow-backport-providers-snowflake,2021.2.5,6
2023-04-07,apache-airflow-backport-providers-snowflake,2021.3.13,1
2023-04-07,apache-airflow-backport-providers-ssh,2021.3.3,4
2023-04-07,apache-airflow-providers-airbyte,2.1.1,2
2023-04-07,apache-airflow-providers-airbyte,3.1.0,2
2023-04-07,apache-airflow-providers-airbyte,3.2.1,7
2023-04-07,apache-airflow-providers-alibaba,1.0.0,2
2023-04-07,apache-airflow-providers-amazon,1.2.0,2
2023-04-07,apache-airflow-providers-amazon,1.3.0,2
2023-04-07,apache-airflow-providers-amazon,1.4.0,3
2023-04-07,apache-airflow-providers-amazon,2.2.0,3
2023-04-07,apache-airflow-providers-amazon,2.4.0,6
2023-04-07,apache-airflow-providers-amazon,3.0.0,2
2023-04-07,apache-airflow-providers-amazon,3.2.0,3
2023-04-07,apache-airflow-providers-amazon,3.4.0,1
2023-04-07,apache-airflow-providers-amazon,4.0.0,4
2023-04-07,apache-airflow-providers-amazon,4.1.0,8
2023-04-07,apache-airflow-providers-amazon,5.1.0,3
2023-04-07,apache-airflow-providers-amazon,6.0.0,5
2023-04-07,apache-airflow-providers-amazon,6.1.0,3
2023-04-07,apache-airflow-providers-amazon,6.2.0,3
2023-04-07,apache-airflow-providers-amazon,7.0.0,3
2023-04-07,apache-airflow-providers-amazon,7.1.0,3
2023-04-07,apache-airflow-providers-amazon,7.2.0,3
2023-04-07,apache-airflow-providers-amazon,7.2.1,3
2023-04-07,apache-airflow-providers-amazon,7.3.0,3
2023-04-07,apache-airflow-providers-amazon,7.4.0,11
2023-04-07,apache-airflow-providers-apache-beam,3.1.0,4
2023-04-07,apache-airflow-providers-apache-cassandra,2.1.0,2
2023-04-07,apache-airflow-providers-apache-drill,1.0.1,2
2023-04-07,apache-airflow-providers-apache-druid,2.0.2,2
2023-04-07,apache-airflow-providers-apache-hdfs,2.1.1,2
2023-04-07,apache-airflow-providers-apache-hive,1.0.2,2
2023-04-07,apache-airflow-providers-apache-hive,2.0.3,2
2023-04-07,apache-airflow-providers-apache-hive,2.3.2,3
2023-04-07,apache-airflow-providers-apache-hive,6.0.0,3
2023-04-07,apache-airflow-providers-apache-kylin,2.0.1,2
2023-04-07,apache-airflow-providers-apache-livy,2.1.0,6
2023-04-07,apache-airflow-providers-apache-livy,3.4.0,1
2023-04-07,apache-airflow-providers-apache-pig,2.0.1,2
2023-04-07,apache-airflow-providers-apache-pinot,2.0.1,2
2023-04-07,apache-airflow-providers-apache-spark,2.0.0,2
2023-04-07,apache-airflow-providers-apache-spark,2.0.1,2
2023-04-07,apache-airflow-providers-apache-spark,2.1.3,1
2023-04-07,apache-airflow-providers-apache-spark,3.0.0,2
2023-04-07,apache-airflow-providers-apache-sqoop,2.0.2,2
2023-04-07,apache-airflow-providers-asana,1.0.0,3
2023-04-07,apache-airflow-providers-asana,1.1.0,2
2023-04-07,apache-airflow-providers-celery,1.0.1,4
2023-04-07,apache-airflow-providers-celery,2.1.0,1
2023-04-07,apache-airflow-providers-celery,2.1.4,1
2023-04-07,apache-airflow-providers-celery,3.0.0,2
2023-04-07,apache-airflow-providers-celery,3.1.0,2
2023-04-07,apache-airflow-providers-cloudant,1.0.1,3
2023-04-07,apache-airflow-providers-cloudant,2.0.1,2
2023-04-07,apache-airflow-providers-cncf-kubernetes,2.1.0,7
2023-04-07,apache-airflow-providers-cncf-kubernetes,3.0.0,1
2023-04-07,apache-airflow-providers-cncf-kubernetes,4.0.2,1
2023-04-07,apache-airflow-providers-cncf-kubernetes,5.2.2,2
2023-04-07,apache-airflow-providers-cncf-kubernetes,5.3.0,5
2023-04-07,apache-airflow-providers-common-sql,1.1.0,2
2023-04-07,apache-airflow-providers-common-sql,1.2.0,3
2023-04-07,apache-airflow-providers-common-sql,1.3.3,2
2023-04-07,apache-airflow-providers-common-sql,1.3.4,5
2023-04-07,apache-airflow-providers-common-sql,1.4.0,152
2023-04-07,apache-airflow-providers-databricks,2.0.2,5
2023-04-07,apache-airflow-providers-databricks,2.4.0,1
2023-04-07,apache-airflow-providers-databricks,2.5.0,10
2023-04-07,apache-airflow-providers-databricks,3.2.0,14
2023-04-07,apache-airflow-providers-databricks,3.3.0,3
2023-04-07,apache-airflow-providers-databricks,4.0.0,3
2023-04-07,apache-airflow-providers-databricks,4.0.1,13
2023-04-07,apache-airflow-providers-datadog,2.0.1,3
2023-04-07,apache-airflow-providers-datadog,2.0.4,1
2023-04-07,apache-airflow-providers-datadog,3.0.0,1
2023-04-07,apache-airflow-providers-datadog,3.1.0,1
2023-04-07,apache-airflow-providers-datadog,3.2.0,1
2023-04-07,apache-airflow-providers-dbt-cloud,2.0.0,3
2023-04-07,apache-airflow-providers-dbt-cloud,2.2.0,2
2023-04-07,apache-airflow-providers-dbt-cloud,3.1.0,19
2023-04-07,apache-airflow-providers-dingding,2.0.1,2
2023-04-07,apache-airflow-providers-discord,2.0.1,2
2023-04-07,apache-airflow-providers-docker,2.3.0,3
2023-04-07,apache-airflow-providers-docker,3.2.0,2
2023-04-07,apache-airflow-providers-docker,3.5.1,1
2023-04-07,apache-airflow-providers-elasticsearch,2.1.0,2
2023-04-07,apache-airflow-providers-elasticsearch,4.0.0,1
2023-04-07,apache-airflow-providers-exasol,2.0.1,2
2023-04-07,apache-airflow-providers-facebook,2.1.0,2
2023-04-07,apache-airflow-providers-ftp,1.0.1,1
2023-04-07,apache-airflow-providers-ftp,2.0.1,9
2023-04-07,apache-airflow-providers-ftp,3.0.0,1
2023-04-07,apache-airflow-providers-ftp,3.1.0,5
2023-04-07,apache-airflow-providers-ftp,3.2.0,1
2023-04-07,apache-airflow-providers-ftp,3.3.0,2
2023-04-07,apache-airflow-providers-ftp,3.3.1,32
2023-04-07,apache-airflow-providers-github,2.2.1,1
2023-04-07,apache-airflow-providers-google,5.0.0,3
2023-04-07,apache-airflow-providers-google,6.1.0,4
2023-04-07,apache-airflow-providers-google,6.8.0,2
2023-04-07,apache-airflow-providers-google,7.0.0,1
2023-04-07,apache-airflow-providers-google,8.0.0,1
2023-04-07,apache-airflow-providers-google,8.1.0,1
2023-04-07,apache-airflow-providers-google,8.10.0,2
2023-04-07,apache-airflow-providers-google,8.11.0,2
2023-04-07,apache-airflow-providers-google,8.12.0,4
2023-04-07,apache-airflow-providers-google,8.2.0,2
2023-04-07,apache-airflow-providers-google,8.3.0,1
2023-04-07,apache-airflow-providers-google,8.4.0,2
2023-04-07,apache-airflow-providers-google,8.5.0,2
2023-04-07,apache-airflow-providers-google,8.6.0,2
2023-04-07,apache-airflow-providers-google,8.7.0,2
2023-04-07,apache-airflow-providers-google,8.8.0,2
2023-04-07,apache-airflow-providers-google,8.9.0,2
2023-04-07,apache-airflow-providers-grpc,2.0.1,2
2023-04-07,apache-airflow-providers-grpc,3.0.0,1
2023-04-07,apache-airflow-providers-grpc,3.1.0,1
2023-04-07,apache-airflow-providers-hashicorp,2.1.1,2
2023-04-07,apache-airflow-providers-http,1.1.1,1
2023-04-07,apache-airflow-providers-http,2.0.0,3
2023-04-07,apache-airflow-providers-http,2.0.1,7
2023-04-07,apache-airflow-providers-http,2.0.2,3
2023-04-07,apache-airflow-providers-http,2.0.3,11
2023-04-07,apache-airflow-providers-http,2.1.0,3
2023-04-07,apache-airflow-providers-http,2.1.1,3
2023-04-07,apache-airflow-providers-http,2.1.2,3
2023-04-07,apache-airflow-providers-http,3.0.0,4
2023-04-07,apache-airflow-providers-http,4.0.0,7
2023-04-07,apache-airflow-providers-http,4.1.0,3
2023-04-07,apache-airflow-providers-http,4.1.1,5
2023-04-07,apache-airflow-providers-http,4.2.0,5
2023-04-07,apache-airflow-providers-http,4.3.0,33
2023-04-07,apache-airflow-providers-imap,1.0.1,1
2023-04-07,apache-airflow-providers-imap,2.0.1,7
2023-04-07,apache-airflow-providers-imap,2.1.0,1
2023-04-07,apache-airflow-providers-imap,2.2.0,8
2023-04-07,apache-airflow-providers-imap,3.0.0,6
2023-04-07,apache-airflow-providers-imap,3.1.0,1
2023-04-07,apache-airflow-providers-imap,3.1.1,33
2023-04-07,apache-airflow-providers-influxdb,1.0.0,2
2023-04-07,apache-airflow-providers-jdbc,2.0.1,2
2023-04-07,apache-airflow-providers-jdbc,3.1.0,1
2023-04-07,apache-airflow-providers-jdbc,3.3.0,7
2023-04-07,apache-airflow-providers-jenkins,2.0.3,2
2023-04-07,apache-airflow-providers-jira,2.0.1,2
2023-04-07,apache-airflow-providers-microsoft-azure,3.3.0,2
2023-04-07,apache-airflow-providers-microsoft-azure,4.3.0,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.0.0,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.0.1,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.0.2,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.1.0,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.2.0,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.2.1,1
2023-04-07,apache-airflow-providers-microsoft-azure,5.3.0,1
2023-04-07,apache-airflow-providers-microsoft-mssql,1.0.1,7
2023-04-07,apache-airflow-providers-microsoft-mssql,1.1.0,1
2023-04-07,apache-airflow-providers-microsoft-mssql,2.0.1,2
2023-04-07,apache-airflow-providers-microsoft-mssql,2.1.1,2
2023-04-07,apache-airflow-providers-microsoft-mssql,3.2.1,1
2023-04-07,apache-airflow-providers-microsoft-mssql,3.3.0,1
2023-04-07,apache-airflow-providers-microsoft-mssql,3.3.1,1
2023-04-07,apache-airflow-providers-microsoft-mssql,3.3.2,6
2023-04-07,apache-airflow-providers-microsoft-psrp,1.0.1,2
2023-04-07,apache-airflow-providers-microsoft-psrp,2.2.0,1
2023-04-07,apache-airflow-providers-microsoft-winrm,2.0.1,2
2023-04-07,apache-airflow-providers-microsoft-winrm,3.0.0,1
2023-04-07,apache-airflow-providers-microsoft-winrm,3.1.0,1
2023-04-07,apache-airflow-providers-microsoft-winrm,3.1.1,1
2023-04-07,apache-airflow-providers-mongo,2.2.0,2
2023-04-07,apache-airflow-providers-mongo,3.1.1,4
2023-04-07,apache-airflow-providers-mysql,1.1.0,3
2023-04-07,apache-airflow-providers-mysql,2.0.0,3
2023-04-07,apache-airflow-providers-mysql,2.1.0,3
2023-04-07,apache-airflow-providers-mysql,2.1.1,7
2023-04-07,apache-airflow-providers-mysql,2.2.0,3
2023-04-07,apache-airflow-providers-mysql,2.2.1,3
2023-04-07,apache-airflow-providers-mysql,2.2.2,3
2023-04-07,apache-airflow-providers-mysql,2.2.3,3
2023-04-07,apache-airflow-providers-mysql,3.0.0,3
2023-04-07,apache-airflow-providers-mysql,3.1.0,3
2023-04-07,apache-airflow-providers-mysql,3.2.0,3
2023-04-07,apache-airflow-providers-mysql,3.2.1,4
2023-04-07,apache-airflow-providers-mysql,3.3.0,3
2023-04-07,apache-airflow-providers-mysql,3.4.0,3
2023-04-07,apache-airflow-providers-mysql,4.0.0,3
2023-04-07,apache-airflow-providers-mysql,4.0.1,3
2023-04-07,apache-airflow-providers-mysql,4.0.2,10
2023-04-07,apache-airflow-providers-neo4j,2.0.2,2
2023-04-07,apache-airflow-providers-neo4j,3.2.1,6
2023-04-07,apache-airflow-providers-odbc,1.0.1,7
2023-04-07,apache-airflow-providers-odbc,2.0.1,3
2023-04-07,apache-airflow-providers-openfaas,2.0.0,2
2023-04-07,apache-airflow-providers-opsgenie,2.0.1,2
2023-04-07,apache-airflow-providers-oracle,2.0.1,2
2023-04-07,apache-airflow-providers-oracle,3.6.0,2
2023-04-07,apache-airflow-providers-pagerduty,1.0.1,3
2023-04-07,apache-airflow-providers-pagerduty,2.1.0,6
2023-04-07,apache-airflow-providers-pagerduty,3.0.0,1
2023-04-07,apache-airflow-providers-pagerduty,3.1.0,2
2023-04-07,apache-airflow-providers-papermill,2.1.0,2
2023-04-07,apache-airflow-providers-papermill,3.1.1,2
2023-04-07,apache-airflow-providers-plexus,2.0.1,2
2023-04-07,apache-airflow-providers-postgres,1.0.2,3
2023-04-07,apache-airflow-providers-postgres,2.3.0,1
2023-04-07,apache-airflow-providers-postgres,4.0.0,2
2023-04-07,apache-airflow-providers-postgres,4.1.0,4
2023-04-07,apache-airflow-providers-postgres,5.4.0,2
2023-04-07,apache-airflow-providers-presto,2.0.1,3
2023-04-07,apache-airflow-providers-presto,2.1.2,2
2023-04-07,apache-airflow-providers-presto,4.0.1,1
2023-04-07,apache-airflow-providers-qubole,2.0.1,2
2023-04-07,apache-airflow-providers-qubole,3.3.1,1
2023-04-07,apache-airflow-providers-redis,1.0.1,1
2023-04-07,apache-airflow-providers-redis,2.0.1,2
2023-04-07,apache-airflow-providers-redis,3.0.0,1
2023-04-07,apache-airflow-providers-redis,3.1.0,1
2023-04-07,apache-airflow-providers-salesforce,3.3.0,2
2023-04-07,apache-airflow-providers-salesforce,3.4.0,2
2023-04-07,apache-airflow-providers-salesforce,5.1.0,1
2023-04-07,apache-airflow-providers-salesforce,5.2.0,1
2023-04-07,apache-airflow-providers-salesforce,5.3.0,1
2023-04-07,apache-airflow-providers-samba,3.0.1,2
2023-04-07,apache-airflow-providers-samba,4.0.0,1
2023-04-07,apache-airflow-providers-samba,4.1.0,1
2023-04-07,apache-airflow-providers-segment,2.0.1,2
2023-04-07,apache-airflow-providers-sendgrid,2.0.1,2
2023-04-07,apache-airflow-providers-sftp,2.2.0,3
2023-04-07,apache-airflow-providers-sftp,2.6.0,1
2023-04-07,apache-airflow-providers-sftp,3.0.0,2
2023-04-07,apache-airflow-providers-sftp,4.1.0,1
2023-04-07,apache-airflow-providers-sftp,4.2.0,1
2023-04-07,apache-airflow-providers-sftp,4.2.1,1
2023-04-07,apache-airflow-providers-sftp,4.2.2,1
2023-04-07,apache-airflow-providers-sftp,4.2.3,1
2023-04-07,apache-airflow-providers-sftp,4.2.4,5
2023-04-07,apache-airflow-providers-singularity,2.0.1,2
2023-04-07,apache-airflow-providers-slack,4.1.0,9
2023-04-07,apache-airflow-providers-slack,4.2.2,1
2023-04-07,apache-airflow-providers-slack,4.2.3,3
2023-04-07,apache-airflow-providers-slack,5.0.0,1
2023-04-07,apache-airflow-providers-slack,6.0.0,7
2023-04-07,apache-airflow-providers-slack,7.0.0,3
2023-04-07,apache-airflow-providers-slack,7.1.0,3
2023-04-07,apache-airflow-providers-slack,7.1.1,3
2023-04-07,apache-airflow-providers-slack,7.2.0,29
2023-04-07,apache-airflow-providers-snowflake,1.1.0,1
2023-04-07,apache-airflow-providers-snowflake,1.3.0,4
2023-04-07,apache-airflow-providers-snowflake,2.1.0,3
2023-04-07,apache-airflow-providers-snowflake,2.3.0,5
2023-04-07,apache-airflow-providers-snowflake,2.5.0,1
2023-04-07,apache-airflow-providers-snowflake,3.0.0,2
2023-04-07,apache-airflow-providers-snowflake,3.2.0,2
2023-04-07,apache-airflow-providers-snowflake,3.3.0,8
2023-04-07,apache-airflow-providers-snowflake,4.0.2,2
2023-04-07,apache-airflow-providers-snowflake,4.0.3,2
2023-04-07,apache-airflow-providers-snowflake,4.0.4,44
2023-04-07,apache-airflow-providers-sqlite,1.0.2,1
2023-04-07,apache-airflow-providers-sqlite,2.0.1,8
2023-04-07,apache-airflow-providers-sqlite,2.1.0,8
2023-04-07,apache-airflow-providers-sqlite,3.0.0,1
2023-04-07,apache-airflow-providers-sqlite,3.2.1,5
2023-04-07,apache-airflow-providers-sqlite,3.3.1,34
2023-04-07,apache-airflow-providers-ssh,2.3.0,5
2023-04-07,apache-airflow-providers-ssh,3.0.0,2
2023-04-07,apache-airflow-providers-ssh,3.2.0,5
2023-04-07,apache-airflow-providers-ssh,3.3.0,3
2023-04-07,apache-airflow-providers-ssh,3.4.0,3
2023-04-07,apache-airflow-providers-ssh,3.5.0,4
2023-04-07,apache-airflow-providers-ssh,3.6.0,23
2023-04-07,apache-airflow-providers-tableau,2.1.2,2
2023-04-07,apache-airflow-providers-tableau,2.1.5,3
2023-04-07,apache-airflow-providers-tableau,4.1.0,1
2023-04-07,apache-airflow-providers-telegram,2.0.1,2
2023-04-07,apache-airflow-providers-trino,2.0.2,2
2023-04-07,apache-airflow-providers-trino,4.1.0,1
2023-04-07,apache-airflow-providers-trino,4.3.2,1
2023-04-07,apache-airflow-providers-vertica,2.0.1,2
2023-04-07,apache-airflow-providers-vertica,3.2.1,1
2023-04-07,apache-airflow-providers-yandex,2.1.0,2
2023-04-07,apache-airflow-providers-zendesk,2.0.1,2
2023-04-07,apache-airflow-providers-zendesk,4.2.0,2
2023-04-07,dagster,0.11.5,1
2023-04-07,dagster,0.13.7,1
2023-04-07,dagster,0.14.14,1
2023-04-07,dagster,1.0.15,1
2023-04-07,dagster,1.0.16,1
2023-04-07,dagster,1.0.17,1
2023-04-07,dagster,1.1.1,1
2023-04-07,dagster,1.1.10,1
2023-04-07,dagster,1.1.11,1
2023-04-07,dagster,1.1.12,1
2023-04-07,dagster,1.1.13,1
2023-04-07,dagster,1.1.14,1
2023-04-07,dagster,1.1.15,1
2023-04-07,dagster,1.1.17,1
2023-04-07,dagster,1.1.18,1
2023-04-07,dagster,1.1.2,1
2023-04-07,dagster,1.1.3,1
2023-04-07,dagster,1.1.4,1
2023-04-07,dagster,1.1.5,1
2023-04-07,dagster,1.1.6,1
2023-04-07,dagster,1.1.7,1
2023-04-07,dagster,1.1.8,1
2023-04-07,dagster,1.1.9,1
2023-04-07,dagster,1.2.6,1
2023-04-07,dagster-cloud-cli,0.15.8,2
2023-04-07,dagster-graphql,0.11.5,1
2023-04-07,dagster-graphql,0.13.7,1
2023-04-07,dagster-graphql,0.15.8,1
2023-04-07,dagster-pandas,0.11.5,1
2023-04-07,dagster-pandera,0.17.21,5
2023-04-07,dagster-postgres,0.15.8,1
2023-04-07,dagster-pyspark,0.15.8,2
2023-04-07,dagster-slack,0.11.5,1
2023-04-07,dagster-snowflake,0.11.5,1
2023-04-07,google-cloud-orchestration-airflow,1.4.1,6
2023-04-07,google-cloud-orchestration-airflow,1.4.2,6
2023-04-07,google-cloud-orchestration-airflow,1.4.3,6
2023-04-07,google-cloud-orchestration-airflow,1.4.4,6
2023-04-07,google-cloud-orchestration-airflow,1.5.0,6
2023-04-07,google-cloud-orchestration-airflow,1.6.0,6
2023-04-07,google-cloud-orchestration-airflow,1.6.1,6
2023-04-07,google-cloud-orchestration-airflow,1.7.0,6
2023-04-07,google-cloud-orchestration-airflow,1.7.1,7
2023-04-07,newrelic-airflow-plugin,0.2.0,11
2023-04-07,objectit-airflow-monitoring,0.0.5,2
2023-04-07,objectit-airflow-monitoring-test,0.0.2,2
2023-04-07,sphinx-airflow-theme,0.0.6,2
2023-04-08,abel-airflow,1.7.1.3.post3,10
2023-04-08,abyss-airflow-reprocessor,0.0.1,1
2023-04-08,acceldata-airflow-sdk,2.5.0,1
2023-04-08,acceldata-airflow-sdk,2.6.0,4
2023-04-08,acryl-datahub-airflow-plugin,0.10.0,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1,3
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1rc1,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1rc2,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1rc3,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1rc4,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1rc5,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.1rc6,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.2,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.2rc1,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.2rc2,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.2rc3,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3,8
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc1,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc10,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc11,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc2,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc3,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc4,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc5,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc6,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc7,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc8,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.3rc9,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.4,3
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.4rc1,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.4rc2,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.4rc3,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.5,10
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.5rc0,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.6,17
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.6rc0,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.6rc1,3
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.6rc2,3
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.7,8
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.7rc1,3
2023-04-08,acryl-datahub-airflow-plugin,0.10.0.7rc2,8
2023-04-08,acryl-datahub-airflow-plugin,0.10.0rc2,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.0rc3,2
2023-04-08,acryl-datahub-airflow-plugin,0.10.1,23
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.1,1853
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.1rc1,18
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.1rc2,18
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.1rc3,22
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.2rc1,24
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.2rc2,41
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.2rc3,46
2023-04-08,acryl-datahub-airflow-plugin,0.10.1.2rc4,54
2023-04-08,acryl-datahub-airflow-plugin,0.10.1rc1,14
2023-04-08,acryl-datahub-airflow-plugin,0.10.1rc2,14
2023-04-08,acryl-datahub-airflow-plugin,0.10.1rc3,14
2023-04-08,acryl-datahub-airflow-plugin,0.8.35.6,3
2023-04-08,acryl-datahub-airflow-plugin,0.8.41.2,2
2023-04-08,acryl-datahub-airflow-plugin,0.8.43.5,3222
2023-04-08,acryl-datahub-airflow-plugin,0.8.44,6
2023-04-08,acryl-datahub-airflow-plugin,0.8.44.3,264
2023-04-08,acryl-datahub-airflow-plugin,0.9.2.3,9
2023-04-08,acryl-datahub-airflow-plugin,0.9.2.4,9
2023-04-08,acryl-datahub-airflow-plugin,0.9.2.5,57
2023-04-08,acryl-datahub-airflow-plugin,0.9.3,3
2023-04-08,acryl-datahub-airflow-plugin,0.9.3.2,20
2023-04-08,acryl-datahub-airflow-plugin,0.9.3.3rc0,1
2023-04-08,acryl-datahub-airflow-plugin,0.9.5,14
2023-04-08,acryl-datahub-airflow-plugin,0.9.5.1rc5,1
2023-04-08,acryl-datahub-airflow-plugin,0.9.6.1,168
2023-04-08,acryl-datahub-airflow-plugin,0.9.6.3,3
2023-04-08,acryl-datahub-airflow-plugin,0.9.6.3rc1,2
2023-04-08,acryl-datahub-airflow-plugin,0.9.6.3rc2,3
2023-04-08,acryl-datahub-airflow-plugin,0.9.6.4,2
2023-04-08,acryl-datahub-airflow-plugin,0.9.6.4rc1,2
